Time,data
1464818234.3531363,8.809999465942383
1464818234.3673632,8.789999961853027
1464818234.379264,8.800000190734863
1464818234.3932319,8.779999732971191
1464818234.4062455,8.809999465942383
1464818234.4191651,8.789999961853027
1464818234.4333282,8.800000190734863
1464818234.446098,8.789999961853027
1464818234.4591289,8.809999465942383
1464818234.4722135,8.800000190734863
1464818234.4862568,8.809999465942383
1464818234.4991386,8.789999961853027
1464818234.5131302,8.800000190734863
1464818234.526133,8.800000190734863
1464818234.5402222,8.800000190734863
1464818234.5531511,8.789999961853027
1464818234.5662005,8.809999465942383
1464818234.5801013,8.789999961853027
1464818234.5932574,8.809999465942383
1464818234.6060834,8.779999732971191
1464818234.6201043,8.809999465942383
1464818234.6332746,8.789999961853027
1464818234.646155,8.800000190734863
1464818234.6601927,8.789999961853027
1464818234.6732264,8.800000190734863
1464818234.6860788,8.800000190734863
1464818234.7011435,8.809999465942383
1464818234.7141001,8.800000190734863
1464818234.7261264,8.800000190734863
1464818234.7401776,8.789999961853027
1464818234.7541957,8.800000190734863
1464818234.7661433,8.789999961853027
1464818234.779122,8.809999465942383
1464818234.793123,8.800000190734863
1464818234.8070798,8.800000190734863
1464818234.8200924,8.800000190734863
1464818234.8331118,8.809999465942383
1464818234.846052,8.789999961853027
1464818234.8600895,8.800000190734863
1464818234.8742073,8.800000190734863
1464818234.8860888,8.809999465942383
1464818234.9000776,8.789999961853027
1464818234.9130404,8.809999465942383
1464818234.9260707,8.789999961853027
1464818234.9412196,8.800000190734863
1464818234.9531295,8.789999961853027
1464818234.9661574,8.800000190734863
1464818234.9800813,8.789999961853027
1464818234.9931798,8.800000190734863
1464818235.0060964,8.789999961853027
1464818235.0200741,8.809999465942383
1464818235.0341094,8.800000190734863
1464818235.0471518,8.800000190734863
1464818235.061207,8.800000190734863
1464818235.0731144,8.800000190734863
1464818235.0882058,8.800000190734863
1464818235.1012115,8.800000190734863
1464818235.1140661,8.800000190734863
1464818235.128315,8.809999465942383
1464818235.141185,8.800000190734863
1464818235.153132,8.809999465942383
1464818235.1661015,8.800000190734863
1464818235.180179,8.800000190734863
1464818235.1941833,8.800000190734863
1464818235.207165,8.809999465942383
1464818235.2191179,8.800000190734863
1464818235.2331505,8.800000190734863
1464818235.2471683,8.800000190734863
1464818235.2602549,8.800000190734863
1464818235.2732272,8.800000190734863
1464818235.2872028,8.800000190734863
1464818235.3010743,8.800000190734863
1464818235.3141117,8.809999465942383
1464818235.3271317,8.809999465942383
1464818235.3401637,8.800000190734863
1464818235.3541334,8.800000190734863
1464818235.368184,8.800000190734863
1464818235.3791254,8.809999465942383
1464818235.3941386,8.809999465942383
1464818235.4071367,8.809999465942383
1464818235.4202797,8.809999465942383
1464818235.4341178,8.809999465942383
1464818235.448393,8.809999465942383
1464818235.4601862,8.800000190734863
1464818235.474246,8.800000190734863
1464818235.4872096,8.800000190734863
