Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1464818237.665394,0.16940061054187272,0.0,0.0,0.0,0.0,nan
1464818237.8654828,-0.06369754875018449,0.0,0.0,0.0,0.0,nan
1464818238.0655174,0.21749567567548708,0.0,0.0,0.0,0.0,nan
1464818238.2657526,-0.1122788033632912,0.0,0.0,0.0,0.0,nan
1464818238.4653206,0.1023663909770141,0.0,0.0,0.0,0.0,nan
1464818238.6654212,-0.09596154136658394,0.0,0.0,0.0,0.0,nan
1464818238.865496,0.10447913013142991,0.0,0.0,0.0,0.0,nan
1464818239.065554,-0.09596154136658394,0.0,0.0,0.0,0.0,nan
1464818239.2656524,0.15255166039258727,0.0,0.0,0.0,0.0,nan
1464818239.465577,-0.13972525826648685,0.0,0.0,0.0,0.0,nan
1464818239.6655378,0.15255166039258727,0.0,0.0,0.0,0.0,nan
1464818239.8656232,-0.1439478033065825,0.0,0.0,0.0,0.0,nan
1464818240.065431,0.1002536811287509,0.0,0.0,0.0,0.0,nan
1464818240.2654781,-0.09596154136658394,0.0,0.0,0.0,0.0,nan
1464818240.465482,0.14409779968264047,0.0,0.0,0.0,0.0,nan
1464818240.6655815,-0.09599853579202317,0.0,0.0,0.0,0.0,nan
1464818240.8656666,0.050125008873939024,0.0,0.0,0.0,0.0,nan
1464818241.065495,-0.09596154136658394,0.0,0.0,0.0,0.0,nan
1464818241.2657695,0.04799926789601158,0.0,0.0,0.0,0.0,nan
1464818241.4656463,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818241.6656444,0.01056366646592645,0.0,0.0,0.0,0.0,nan
1464818241.8656716,-0.04588359991441236,0.0,0.0,0.0,0.0,nan
1464818242.0658565,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818242.2658217,-0.04799560578661233,0.0,0.0,0.0,0.0,nan
1464818242.4657152,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818242.6656184,0.0,0.0,0.0,0.0,0.0,nan
1464818242.8656282,0.0,0.0,0.0,0.0,0.0,nan
1464818243.0656426,-0.04799560578661233,0.0,0.0,0.0,0.0,nan
1464818243.2656462,0.0,0.0,0.0,0.0,0.0,nan
1464818243.46579,0.0,0.0,0.0,0.0,0.0,nan
1464818243.6657364,0.0,0.0,0.0,0.0,0.0,nan
1464818243.8658772,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818244.0657353,-0.04799560578661233,0.0,0.0,0.0,0.0,nan
1464818244.2657905,0.09606519978842698,0.0,0.0,0.0,0.0,nan
1464818244.4657114,-0.04801959648126891,0.0,0.0,0.0,0.0,nan
1464818244.6659026,0.048036264546681195,0.0,0.0,0.0,0.0,nan
1464818244.8657746,-0.04801959648126891,0.0,0.0,0.0,0.0,nan
1464818245.0659497,0.004225478308831626,0.0,0.0,0.0,0.0,nan
1464818245.2658896,0.004225478308831626,0.0,0.0,0.0,0.0,nan
1464818245.4658878,0.0,0.0,0.0,0.0,0.0,nan
1464818245.6662042,-0.09596154136658394,0.0,0.0,0.0,0.0,nan
1464818245.8660636,0.04799926789601158,0.0,0.0,0.0,0.0,nan
1464818246.0658827,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818246.265797,0.0,0.0,0.0,0.0,0.0,nan
1464818246.465953,0.004225478308831626,0.0,0.0,0.0,0.0,nan
1464818246.6659536,0.0,0.0,0.0,0.0,0.0,nan
1464818246.8665237,0.048036264546681195,0.0,0.0,0.0,0.0,nan
1464818247.0663137,-0.04801959648126891,0.0,0.0,0.0,0.0,nan
1464818247.2660944,0.0,0.0,0.0,0.0,0.0,nan
1464818247.466063,-0.04799560578661233,0.0,0.0,0.0,0.0,nan
1464818247.6661882,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818247.8659468,-0.04588359991441236,0.0,0.0,0.0,0.0,nan
1464818248.0662072,0.0,0.0,0.0,0.0,0.0,nan
1464818248.2661872,0.0,0.0,0.0,0.0,0.0,nan
1464818248.4661617,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818248.666146,-0.04799560578661233,0.0,0.0,0.0,0.0,nan
1464818248.8663847,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818249.066392,-0.04799560578661233,0.0,0.0,0.0,0.0,nan
1464818249.2662077,0.09606519978842698,0.0,0.0,0.0,0.0,nan
1464818249.4660618,-0.09599853579202317,0.0,0.0,0.0,0.0,nan
1464818249.666367,0.09606519978842698,0.0,0.0,0.0,0.0,nan
1464818249.8663397,-0.09599853579202317,0.0,0.0,0.0,0.0,nan
1464818250.0663953,0.09817867229499494,0.0,0.0,0.0,0.0,nan
1464818250.2662241,-0.09599853579202317,0.0,0.0,0.0,0.0,nan
1464818250.4662323,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818250.6662467,0.0,0.0,0.0,0.0,0.0,nan
1464818250.8665545,0.048036264546681195,0.0,0.0,0.0,0.0,nan
1464818251.0664744,-0.09599853579202317,0.0,0.0,0.0,0.0,nan
1464818251.2663488,0.048012269719523215,0.0,0.0,0.0,0.0,nan
1464818251.4664862,-0.04799560578661233,0.0,0.0,0.0,0.0,nan
1464818251.6661909,-0.09593552818296301,0.0,0.0,0.0,0.0,nan
1464818251.8662035,-0.04794926751455932,0.0,0.0,0.0,0.0,nan
1464818252.066711,-0.23932968362169046,0.0,0.0,0.0,0.0,nan
1464818252.266377,-0.4770036373138282,0.0,0.0,0.0,0.0,nan
1464818252.4667552,-0.569998550415039,0.0,0.0,0.0,0.0,nan
1464818252.666674,-0.7557326166788698,0.0,0.0,0.0,0.0,nan
1464818252.8663447,-0.9845492886225353,0.0,0.0,0.0,0.0,nan
1464818253.066787,-1.2056590244632408,0.0,0.0,0.0,0.0,nan
1464818253.2665887,-1.194407877373102,0.0,0.0,0.0,0.0,nan
1464818253.4664555,-1.3204673467000247,0.0,0.0,0.0,0.0,nan
1464818253.6668005,-1.3509999990463255,0.0,0.0,0.0,0.0,nan
1464818253.8663993,-1.1998252952088648,0.0,0.0,0.0,0.0,nan
1464818254.0666285,-1.060400664265944,0.0,0.0,0.0,0.0,nan
1464818254.2667816,-0.8334673263549727,0.0,0.0,0.0,0.0,nan
1464818254.4664774,-0.610865663973497,0.0,0.0,0.0,0.0,nan
1464818254.6665947,-0.21775165828066748,0.0,0.0,0.0,0.0,nan
1464818254.866507,0.0019162052885317773,0.0,0.0,0.0,0.0,nan
1464818255.0665786,0.043567663606002796,0.0,0.0,0.0,0.0,nan
1464818255.2666478,-0.041634790887856175,0.0,0.0,0.0,0.0,nan
1464818255.466532,0.04931845293788312,0.0,0.0,0.0,0.0,nan
1464818255.6665525,0.0,0.0,0.0,0.0,0.0,nan
1464818255.8669822,0.0,0.0,0.0,0.0,0.0,nan
1464818256.0666637,0.0,0.0,0.0,0.0,0.0,nan
1464818256.2665503,0.0,0.0,0.0,0.0,0.0,nan
1464818256.466951,0.0,0.0,0.0,0.0,0.0,nan
1464818256.666864,0.0,0.0,0.0,0.0,0.0,nan
1464818256.8665853,0.0,0.0,0.0,0.0,0.0,nan
1464818257.0666656,0.04358433103561765,0.0,0.0,0.0,0.0,nan
1464818257.2665823,0.17460066642761377,0.0,0.0,0.0,0.0,nan
1464818257.4670286,0.5702646519979073,0.0,0.0,0.0,0.0,nan
1464818257.666796,0.8394839996655719,0.0,0.0,0.0,0.0,nan
1464818257.8667853,1.1600326517105106,0.0,0.0,0.0,0.0,nan
1464818258.0666854,1.4905013731320649,0.0,0.0,0.0,0.0,nan
1464818258.266702,1.8798492834409142,0.0,0.0,0.0,0.0,nan
1464818258.4668882,1.907865929253906,0.0,0.0,0.0,0.0,nan
1464818258.6667356,2.1758028957367057,0.0,0.0,0.0,0.0,nan
1464818258.867254,2.0159985485076803,0.0,0.0,0.0,0.0,nan
1464818259.06672,1.8973470033646056,0.0,0.0,0.0,0.0,nan
1464818259.2668452,1.7231704206466625,0.0,0.0,0.0,0.0,nan
1464818259.466875,1.2412499984105427,0.0,0.0,0.0,0.0,nan
1464818259.6668143,1.0543992492651566,0.0,0.0,0.0,0.0,nan
1464818259.8668494,0.30941300159121427,0.0,0.0,0.0,0.0,nan
1464818260.066847,0.10027278620400465,0.0,0.0,0.0,0.0,nan
1464818260.2668133,-0.15025152937572178,0.0,0.0,0.0,0.0,nan
1464818260.466865,0.050095412317993276,0.0,0.0,0.0,0.0,nan
1464818260.6668391,-0.05007874838508239,0.0,0.0,0.0,0.0,nan
1464818260.8670833,0.050095412317993276,0.0,0.0,0.0,0.0,nan
1464818261.0670524,-0.05007874838508239,0.0,0.0,0.0,0.0,nan
1464818261.2669563,0.050095412317993276,0.0,0.0,0.0,0.0,nan
1464818261.4669576,-0.10012798550924346,0.0,0.0,0.0,0.0,nan
1464818261.6669292,0.05008256944020104,0.0,0.0,0.0,0.0,nan
1464818261.8669116,0.0022036727931293455,0.0,0.0,0.0,0.0,nan
1464818262.067134,0.050095412317993276,0.0,0.0,0.0,0.0,nan
1464818262.2669337,0.15045535736086701,0.0,0.0,0.0,0.0,nan
1464818262.467073,0.25116282908129506,0.0,0.0,0.0,0.0,nan
1464818262.6671567,0.45345076192218886,0.0,0.0,0.0,0.0,nan
1464818262.8670523,0.6578015367507759,0.0,0.0,0.0,0.0,nan
1464818263.0670557,0.94307676458061,0.0,0.0,0.0,0.0,nan
1464818263.26709,1.2406556893141556,0.0,0.0,0.0,0.0,nan
1464818263.4671319,1.8149314030382557,0.0,0.0,0.0,0.0,nan
1464818263.6672244,2.2122394180726723,0.0,0.0,0.0,0.0,nan
1464818263.8670444,2.4198113876766287,0.0,0.0,0.0,0.0,nan
1464818264.0670238,6.332487135495316,0.0,0.0,0.0,0.0,nan
1464818264.26727,3.1860433696712556,0.0,0.0,0.0,0.0,nan
1464818264.4671628,3.08414305248475,0.0,0.0,0.0,0.0,nan
1464818264.6671474,3.576209922240409,0.0,0.0,0.0,0.0,nan
