Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1464818264.8671727,3.3560820604526946,0.0,0.0,0.0,0.0,nan
1464818265.0671787,4.009626324021174,0.0,0.0,0.0,0.0,nan
1464818265.2672968,3.652741305133623,0.0,0.0,0.0,0.0,nan
1464818265.4671943,3.4049005051874746,0.0,0.0,0.0,0.0,nan
1464818265.6674833,3.690453445136757,0.0,0.0,0.0,0.0,nan
1464818265.8674204,0.2086556734049694,0.0,0.0,0.0,0.0,nan
1464818266.0672052,3.4286186383194894,0.0,0.0,0.0,0.0,nan
1464818266.2671807,3.0451566290367515,0.0,0.0,0.0,0.0,nan
1464818266.467207,3.284291664626407,0.0,0.0,0.0,0.0,nan
1464818266.66711,3.017252806261923,0.0,0.0,0.0,0.0,nan
1464818266.867245,2.963854114699495,0.0,0.0,0.0,0.0,nan
1464818267.0673318,3.302549229582988,0.0,0.0,0.0,0.0,nan
1464818267.26712,3.110521467813499,0.0,0.0,0.0,0.0,nan
1464818267.467307,3.114967662262771,0.0,0.0,0.0,0.0,nan
1464818267.6673567,3.444626507406941,0.0,0.0,0.0,0.0,nan
1464818267.8673546,3.384693545178665,0.0,0.0,0.0,0.0,nan
1464818268.0673149,3.5065181013856415,0.0,0.0,0.0,0.0,nan
1464818268.2673416,3.6418427722133218,0.0,0.0,0.0,0.0,nan
1464818268.467348,3.7773292223885564,0.0,0.0,0.0,0.0,nan
1464818268.6674016,3.9159937034015666,0.0,0.0,0.0,0.0,nan
1464818268.8674827,3.7152165497362915,0.0,0.0,0.0,0.0,nan
1464818269.067512,4.1694098184287505,0.0,0.0,0.0,0.0,nan
1464818269.2673824,4.0681748040731875,0.0,0.0,0.0,0.0,nan
1464818269.467549,3.9856887222902055,0.0,0.0,0.0,0.0,nan
1464818269.6674845,3.8109859712071046,0.0,0.0,0.0,0.0,nan
1464818269.867412,4.042411556562008,0.0,0.0,0.0,0.0,nan
1464818270.067399,3.7849103940986164,0.0,0.0,0.0,0.0,nan
1464818270.2674186,3.7755026073291704,0.0,0.0,0.0,0.0,nan
1464818270.4674528,3.8646913105513505,0.0,0.0,0.0,0.0,nan
1464818270.6674747,3.7532794575685204,0.0,0.0,0.0,0.0,nan
1464818270.8675127,3.7061711790012093,0.0,0.0,0.0,0.0,nan
1464818271.0676744,3.6303056302546564,0.0,0.0,0.0,0.0,nan
1464818271.2675056,3.8364802432487783,0.0,0.0,0.0,0.0,nan
1464818271.4675019,3.6717249178842133,0.0,0.0,0.0,0.0,nan
1464818271.6676292,3.7624738617039433,0.0,0.0,0.0,0.0,nan
1464818271.8674593,3.701771570088299,0.0,0.0,0.0,0.0,nan
1464818272.0676553,3.9387383284583737,0.0,0.0,0.0,0.0,nan
1464818272.2675416,3.831289984594896,0.0,0.0,0.0,0.0,nan
1464818272.4675896,4.080299959560856,0.0,0.0,0.0,0.0,nan
1464818272.6676512,3.884846551853973,0.0,0.0,0.0,0.0,nan
1464818272.8677225,3.9966786313890776,0.0,0.0,0.0,0.0,nan
1464818273.067648,3.8029538607464883,0.0,0.0,0.0,0.0,nan
1464818273.2675548,3.8537181917384946,0.0,0.0,0.0,0.0,nan
1464818273.467618,3.7925070853473293,0.0,0.0,0.0,0.0,nan
1464818273.667646,3.6444079392280377,0.0,0.0,0.0,0.0,nan
1464818273.8677673,3.7531266797147302,0.0,0.0,0.0,0.0,nan
1464818274.0676441,3.7567844340532175,0.0,0.0,0.0,0.0,nan
1464818274.2677786,3.6441410720907013,0.0,0.0,0.0,0.0,nan
1464818274.4676661,3.711589099543006,0.0,0.0,0.0,0.0,nan
1464818274.6677256,3.732749068493104,0.0,0.0,0.0,0.0,nan
1464818274.867836,4.021313606807148,0.0,0.0,0.0,0.0,nan
1464818275.0678265,3.8730961777250617,0.0,0.0,0.0,0.0,nan
1464818275.267748,4.003911301084117,0.0,0.0,0.0,0.0,nan
1464818275.4676776,4.016683724510532,0.0,0.0,0.0,0.0,nan
1464818275.6676905,4.128912828656841,0.0,0.0,0.0,0.0,nan
1464818275.8678415,4.276018887212087,0.0,0.0,0.0,0.0,nan
1464818276.068042,4.168220840085803,0.0,0.0,0.0,0.0,nan
1464818276.2678258,4.184007329035335,0.0,0.0,0.0,0.0,nan
1464818276.4678295,3.925136081169389,0.0,0.0,0.0,0.0,nan
1464818276.6678169,4.032381472558227,0.0,0.0,0.0,0.0,nan
1464818276.8677635,4.012027206456535,0.0,0.0,0.0,0.0,nan
1464818277.069104,4.156239255398407,0.0,0.0,0.0,0.0,nan
1464818277.2679102,3.8593953330065838,0.0,0.0,0.0,0.0,nan
1464818277.4679797,3.9448144759178727,0.0,0.0,0.0,0.0,nan
1464818277.667938,3.918692787284706,0.0,0.0,0.0,0.0,nan
1464818277.8678875,3.7052464767286972,0.0,0.0,0.0,0.0,nan
1464818278.06801,3.854505598362623,0.0,0.0,0.0,0.0,nan
1464818278.2678838,3.8938827151543287,0.0,0.0,0.0,0.0,nan
1464818278.4679828,3.7783967520664024,0.0,0.0,0.0,0.0,nan
1464818278.6679149,4.109450129126047,0.0,0.0,0.0,0.0,nan
1464818278.8680305,3.9468378173480634,0.0,0.0,0.0,0.0,nan
1464818279.0681896,4.186402438924655,0.0,0.0,0.0,0.0,nan
1464818279.2681386,3.980460550068184,0.0,0.0,0.0,0.0,nan
1464818279.4680831,4.283754967901153,0.0,0.0,0.0,0.0,nan
1464818279.668016,4.172223934101106,0.0,0.0,0.0,0.0,nan
1464818279.8680298,4.006705302195935,0.0,0.0,0.0,0.0,nan
1464818280.0680785,3.9457308921935996,0.0,0.0,0.0,0.0,nan
1464818280.267998,4.3249602391842235,0.0,0.0,0.0,0.0,nan
1464818280.4679186,6.946333684107744,0.0,0.0,0.0,0.0,nan
1464818280.668304,0.7736158438643088,0.0,0.0,0.0,0.0,nan
1464818280.8682523,3.497813341215102,0.0,0.0,0.0,0.0,nan
1464818281.0682104,3.679952665864211,0.0,0.0,0.0,0.0,nan
1464818281.268173,3.5482786467298135,0.0,0.0,0.0,0.0,nan
1464818281.4682052,3.7568718976337796,0.0,0.0,0.0,0.0,nan
1464818281.668062,3.7266369288051,0.0,0.0,0.0,0.0,nan
1464818281.8681784,3.7433830824708836,0.0,0.0,0.0,0.0,nan
1464818282.0681717,3.692523430975079,0.0,0.0,0.0,0.0,nan
1464818282.268132,3.375763151835172,0.0,0.0,0.0,0.0,nan
1464818282.4681535,3.2674875479852323,0.0,0.0,0.0,0.0,nan
1464818282.6681974,3.0369594213323876,0.0,0.0,0.0,0.0,nan
1464818282.8683374,2.868476320424667,0.0,0.0,0.0,0.0,nan
1464818283.0682313,2.8341588236404034,0.0,0.0,0.0,0.0,nan
1464818283.2682333,2.4072012742830697,0.0,0.0,0.0,0.0,nan
1464818283.4682336,2.587454692246234,0.0,0.0,0.0,0.0,nan
1464818283.6682441,2.0252094474899613,0.0,0.0,0.0,0.0,nan
1464818283.8682206,1.7133336287548377,0.0,0.0,0.0,0.0,nan
1464818284.0682979,1.6365110041076034,0.0,0.0,0.0,0.0,nan
1464818284.2683847,0.9609194147944745,0.0,0.0,0.0,0.0,nan
1464818284.468323,0.9165492288374713,0.0,0.0,0.0,0.0,nan
1464818284.6682677,0.3504514575497793,0.0,0.0,0.0,0.0,nan
1464818284.8682644,0.2113249663406134,0.0,0.0,0.0,0.0,nan
1464818285.0684125,0.0405880542181844,0.0,0.0,0.0,0.0,nan
1464818285.268388,-0.2210723997160612,0.0,0.0,0.0,0.0,nan
1464818285.4683785,-0.09739562655878392,0.0,0.0,0.0,0.0,nan
1464818285.6683497,-0.02867782396100219,0.0,0.0,0.0,0.0,nan
1464818285.8685496,-0.12921309860472843,0.0,0.0,0.0,0.0,nan
1464818286.0685668,-0.05395666303434432,0.0,0.0,0.0,0.0,nan
1464818286.2689486,-0.06461714944957947,0.0,0.0,0.0,0.0,nan
1464818286.4684775,-0.3422019948208201,0.0,0.0,0.0,0.0,nan
1464818286.668329,-0.1631330175192114,0.0,0.0,0.0,0.0,nan
1464818286.8686,-0.016072709703265433,0.0,0.0,0.0,0.0,nan
1464818287.0685232,-0.099310278459042,0.0,0.0,0.0,0.0,nan
1464818287.2685387,-0.1772401945247653,0.0,0.0,0.0,0.0,nan
1464818287.468481,-0.10229670887990314,0.0,0.0,0.0,0.0,nan
1464818287.6685605,-0.033497934932175955,0.0,0.0,0.0,0.0,nan
1464818287.8688211,-0.05393956299673251,0.0,0.0,0.0,0.0,nan
1464818288.0688884,0.004855542850607713,0.0,0.0,0.0,0.0,nan
1464818288.2684233,-0.051121235831524114,0.0,0.0,0.0,0.0,nan
1464818288.4685135,-0.0666279295628628,0.0,0.0,0.0,0.0,nan
1464818288.6685007,-0.07332511126412974,0.0,0.0,0.0,0.0,nan
1464818288.8686664,-0.04018118753432039,0.0,0.0,0.0,0.0,nan
1464818289.0687323,0.0,0.0,0.0,0.0,0.0,nan
1464818289.268792,0.0017680715806767948,0.0,0.0,0.0,0.0,nan
1464818289.468917,-0.040167585849758325,0.0,0.0,0.0,0.0,nan
1464818289.6687155,0.040184253279373174,0.0,0.0,0.0,0.0,nan
1464818289.8688788,0.0017680715806767948,0.0,0.0,0.0,0.0,nan
1464818290.068833,0.0,0.0,0.0,0.0,0.0,nan
