Time,header.seq,header.frame_id,child_frame_id,pose.x,pose.y,pose.z,orientation.x,orientation.y,orientation.z,orientation.w,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1464818234.3041987,39500,/odom,base_link,505759.7077873536,3564595.323613051,716.1353165926412,-0.002929788626495419,0.0062553768715586985,-0.0033086610727062044,0.9999706692502061,0.015345859061577583,1.32935743138822e-05,-0.06727556767695941
1464818234.3799736,39501,/odom,base_link,505759.7093083042,3564595.323674824,716.1284540034831,-0.002930113867045014,0.006255987426634821,-0.003316061911477153,0.9999706399627157,0.015542063393054181,0.0005351514415139966,-0.06914759606130653
1464818234.4797115,39502,/odom,base_link,505759.71085706394,3564595.3237071726,716.1214239317924,-0.0029339844294507876,0.006251511240390716,-0.003311124227882368,0.9999706729694259,0.015293269594603053,1.4590379935598696e-05,-0.0708427418307977
1464818234.57947,39503,/odom,base_link,505759.70328035095,3564595.3240870265,716.1485871849582,-0.0029288929391797502,0.0062483944374486415,-0.0033076096321272806,0.999970719007125,0.015200213544886005,-0.0006516543090447427,-0.07237088159370002
1464818234.6797583,39504,/odom,base_link,505759.7047788923,3564595.3240255415,716.1412695217878,-0.002917892896564462,0.006249279654827787,-0.0033136145887888643,0.9999707257531077,0.014601679304543449,-0.0004659519645410157,-0.07398457049102206
1464818234.7800505,39505,/odom,base_link,505759.7062604375,3564595.323998379,716.1338019426912,-0.0029321374479337674,0.006242833314740216,-0.0033149733875170078,0.9999707198481518,0.01465941013778603,7.003034426731475e-05,-0.07559224238161784
1464818234.880088,39506,/odom,base_link,505759.7077604193,3564595.3239907,716.1261508278549,-0.002934907712469246,0.006237470354872475,-0.0033083156004418816,0.9999707672368124,0.015105494211153068,-0.0005358854379084663,-0.07741290379420764
1464818234.9798012,39507,/odom,base_link,505759.70928804704,3564595.3239475274,716.1183296665549,-0.0029308491957983534,0.006237504742824959,-0.003307453496539749,0.9999707817776192,0.01569802380608168,-0.0005033262254454038,-0.07905045641890668
1464818235.084125,39508,/odom,base_link,505759.71078696393,3564595.3238982684,716.1102915983647,-0.00291987924964196,0.006239783747954843,-0.003311602415163049,0.9999707859199638,0.014503465723580276,-0.0007849704794949744,-0.08153585884174903
1464818235.1800108,39509,/odom,base_link,505759.71227427037,3564595.3237979696,716.1020987425,-0.0029122400875696477,0.006243739730217368,-0.0033078541906986078,0.999970795909814,0.014778406341098168,-0.0008059439362529119,-0.08206450977176527
1464818235.2799969,39510,/odom,base_link,505759.7137986021,3564595.323755639,716.0937587544322,-0.002922174028552077,0.006240362174432131,-0.0033021640721199994,0.9999708068195389,0.01566986049601399,-7.627852138730046e-05,-0.08400018082567356
1464818235.3797276,39511,/odom,base_link,505759.7153964076,3564595.3237178978,716.0852634878829,-0.002934533535967259,0.006234823668564842,-0.0033087859585903523,0.9999707832843061,0.016219387691990703,-0.000982939233292901,-0.0851499305356538
1464818235.479848,39512,/odom,base_link,505759.7169577467,3564595.323575266,716.076648702845,-0.0029243629852726953,0.00623852151817215,-0.003307495478786632,0.9999707942855407,0.015708390223928722,-0.0018046033454510446,-0.08736096277188825
1464818235.5795655,39513,/odom,base_link,505759.7127790433,3564595.3268051785,716.1063125804067,-0.0029236841887764634,0.006241097977258094,-0.0033078942324399996,0.9999707788743376,0.015267216123740254,-0.0008515731735787568,-0.08788089569478305
1464818235.6797307,39514,/odom,base_link,505759.71431899216,3564595.3267208156,716.0974361589178,-0.0029253688379000816,0.006239307340438799,-0.003300831684021951,0.9999708084595607,0.015811235746350485,-0.0013283213111618258,-0.08992208291745014
1464818235.7797546,39515,/odom,base_link,505759.71600457147,3564595.326570912,716.0883740428835,-0.0029169469193604082,0.0062448687031366355,-0.0033010861390549416,0.9999707975065336,0.017006416690465855,-0.0017110991781066343,-0.09155777205478399
1464818235.8796897,39516,/odom,base_link,505759.71773473325,3564595.326454209,716.0791621189564,-0.0029146346437360334,0.006223131677538256,-0.0033090805964292227,0.999970913338295,0.01710695071430454,-0.0006685881689909717,-0.09323858376614673
